nombre_farmacia,latitud,longitud
FARMACIA CRYSTY,29.06167526,-111.0088615
FARMACIA CRYSTY,29.15250486,-111.0072448
MEGA FARMACIAS DE ENSENADA,0.29094125,-110.9995701
FARMACIAS BENAVIDES SUC HERRERA CHI,29.08841027,-110.999154
FARMACIAS BENAVIDES SUC HERRERA CHI,29.10989357,-110.9990484
FARMACIAS BENAVIDES SUC CAMPESTRE CHI,29.11678911,-110.9986717
FARMACIAS BENAVIDES SUC CAMPESTRE CHI,29.14311504,-110.9962387
FARMACIAS GUADALAJARA,29.13908598,-110.9954456
FARMACIAS GUADALAJARA,29.09336793,-110.9943868
FARMACIA GUADALAJARA,29.06818838,-110.9936248
FARMACIA GUADALAJARA,29.12174298,-110.9923215
FARMACIA SANATODO,29.11477354,-110.9922235
FARMACIA SANATODO,29.08488673,-110.9922224
FARMACIAS GUADALAJARA,29.06297989,-110.9919672
FARMACIAS GUADALAJARA,29.06343927,-110.990857
FLORES Y REGALOS ANGELES,29.14445207,-110.9904679
FLORES Y REGALOS ANGELES,29.12177768,-110.988339
FARMACIAS BENAVIDES,29.03561717,-110.9879243
FARMACIAS BENAVIDES,29.11573186,-110.9878429
FARMACIAS BENAVIDES SUC FRESNO CHI,29.14242701,-110.9867441
FARMACIAS BENAVIDES SUC FRESNO CHI,29.08497219,-110.9860394
FARMACIA TLALPAN,29.08173834,-110.9828434
FARMACIA TLALPAN,29.07734839,-110.9813678
FARMACIA LEONEL,29.08412995,-110.9798443
FARMACIA LEONEL,29.08391976,-110.9794784
FARMACIA ELENA,29.12420604,-110.9791582
FARMACIA ELENA,29.09952762,-110.9786284
FARMACIAS BENAVIDES SUC TECNOLOGICO CD. JUAREZ CHI,2.90925954,-110.9774662
FARMACIAS BENAVIDES SUC TECNOLOGICO CD. JUAREZ CHI,29.14924971,-110.9773841
FARMACIAS BENAVIDES SUC PLAZA DE CD. JUAREZ CHI,29.08727858,-110.9765289
FARMACIAS BENAVIDES SUC PLAZA DE CD. JUAREZ CHI,29.07971346,-110.9755547
FARMACIAS BENAVIDES SUC TRES TORRES CHI,29.08709724,-110.9750664
FARMACIAS BENAVIDES SUC TRES TORRES CHI,29.07397386,-110.9745435
FARMA AHORRO,2.91306682,-110.9734752
FARMA AHORRO,2.91156291,-110.9729586
FARMACIAS BENAVIDES SUC 0620 PLAZA ALDABAS CHI,29.11012686,-110.9721456
FARMACIAS BENAVIDES SUC 0620 PLAZA ALDABAS CHI,30.62991131,-110.971757
FARMACIAS GUADALAJARA,29.08133102,-110.9715102
FARMACIAS GUADALAJARA,30.62529394,-110.9700389
FARMACIAS GUADALAJARA,29.03329437,-110.9698954
FARMACIAS GUADALAJARA,29.10300673,-110.9689838
FARMACIAS GUADALAJARA,29.10250494,-110.9688963
FARMACIAS GUADALAJARA,29.06575984,-110.9688115
FARMACIAS BENAVIDES SUC PARTIDO IGLESIAS CHI,29.10249834,-110.9687969
FARMACIAS BENAVIDES SUC PARTIDO IGLESIAS CHI,29.11270864,-110.968525
FARMACIA Y GENERICOS,29.07734421,-110.9683109
FARMACIA Y GENERICOS,2.91171721,-110.967289
FARMACIA MARCE DEL MAR,3.06276399,-110.9669891
FARMACIAS BENAVIDES SUC SATELITE CHI,29.12546826,-110.9666002
FARMACIAS BENAVIDES SUC SATELITE CHI,29.06100388,-110.9665073
FARMACIAS BENAVIDES SUC EL PORVENIR - GITANO CHI,3.06191514,-110.9663118
FARMACIAS BENAVIDES SUC EL PORVENIR - GITANO CHI,29.14539801,-110.9659507
FARMACIAS GUADALAJARA,29.12567102,-110.9656797
FARMACIAS GUADALAJARA,3.06285395,-110.965605
FARMACIA LATINO SATELITE,29.07391312,-110.9653381
FARMACIA LATINO SATELITE,29.06538827,-110.9634251
FARMACIAS BENAVIDES SUC JUPITER II CHI,29.04770708,-110.9632178
FARMACIAS BENAVIDES SUC JUPITER II CHI,29.11345299,-110.9625859
FARMACIA Y ABARROTES KOKIS,29.09320513,-110.9615119
FARMACIA Y ABARROTES KOKIS,29.08490472,-110.9611606
FARMACIAS BENAVIDES SUC AZTECAS CHI,31.29445826,-110.9611192
FARMACIAS BENAVIDES SUC AZTECAS CHI,3.06345212,-110.959584
FARMACIAS GUADALAJARA,31.28985165,-110.9592418
FARMACIAS GUADALAJARA,29.03801952,-110.9586967
FARMACIAS GUADALAJARA,29.10289967,-110.9583962
FARMACIAS GUADALAJARA,2.91262419,-110.9582372
FARMACIAS BENAVIDES SUC GRANJERO CHI,29.10301073,-110.9575456
FARMACIAS BENAVIDES SUC GRANJERO CHI,29.08074994,-110.9569859
FARMACIAS GUADALAJARA,29.08925831,-110.9565187
FARMACIAS GUADALAJARA,29.07576915,-110.9563551
FARMACIA LATINO,29.07775036,-110.9552259
FARMACIA LATINO,29.06073544,-110.9544397
FARMAMEDIC,29.07709346,-110.9542977
FARMAMEDIC,3.12754642,-110.9538148
FARMACIA DEL PUEBLO RFC COVM780704,29.08549259,-110.9536576
FARMACIA DEL PUEBLO RFC COVM780704,29.11492405,-110.9530965
FARMACIA YESSY,29.09651592,-110.9530502
FARMACIA YESSY,29.07733729,-110.9530328
FARMA BELLA,29.10581858,-110.9529605
FARMA BELLA,29.03594924,-110.9529085
FARMACIA LATINO MEDICENTRO,29.06710262,-110.9526948
FARMACIA LATINO MEDICENTRO,29.11418667,-110.9521854
FARMACIAS GUADALAJARA,29.10379366,-110.9513794
FARMACIAS GUADALAJARA,29.12159772,-110.9513624
FARMACIAS BENAVIDES SUC YEPOMERA CHI,29.10347049,-110.9513121
FARMACIAS BENAVIDES SUC YEPOMERA CHI,29.12421782,-110.9509531
FARMACIA  LATINO SAN CARLOS,29.12027946,-110.9509367
FARMACIA  LATINO SAN CARLOS,29.11682582,-110.9509356
FARMACIAS GUADALAJARA,29.10090736,-110.9508989
FARMACIAS GUADALAJARA,29.03509896,-110.9497875
FARMACIAS BENAVIDES SUC 0619 PLAZA MILAN CHI,29.03482526,-110.9488044
FARMACIAS BENAVIDES SUC 0619 PLAZA MILAN CHI,31.26358709,-110.9485521
FARMACIAS BENAVIDES SUC RIBERA LERMA CHI,31.32572822,-110.9474927
FARMACIAS BENAVIDES SUC RIBERA LERMA CHI,29.09780139,-110.9472494
FARMACIAS BENAVIDES SUC PLAZA TIKAL CHI,31.31799887,-110.9470015
FARMACIAS BENAVIDES SUC PLAZA TIKAL CHI,29.09493124,-110.9466022
FARMACIAS BENAVIDES SUC LUCERO CHI,31.32184644,-110.9464555
FARMACIAS BENAVIDES SUC LUCERO CHI,31.32198748,-110.9462539
FARMACIAS BENAVIDES SUC ERENDIRA - ARQUITECTOS CHI,31.32747042,-110.9458805
FARMACIAS BENAVIDES SUC ERENDIRA - ARQUITECTOS CHI,31.33116818,-110.9458245
ABARROTES Y FARMACIA,31.32993644,-110.9456849
ABARROTES Y FARMACIA,31.33150063,-110.9456806
FARMACIAS BENAVIDES SUC MESA CENTRAL CHI,31.32141645,-110.9454237
FARMACIAS BENAVIDES SUC MESA CENTRAL CHI,31.33168293,-110.9451162
FARMACIA NOVA,31.33167777,-110.9449487
FARMACIA NOVA,31.31200743,-110.9449122
FARMACIAS GUADALAJARA,3.13316698,-110.9446894
FARMACIAS GUADALAJARA,31.33115434,-110.9446643
FARMACIAS BENAVIDES SUC LAS TORRES CHI,31.33174436,-110.9442539
FARMACIAS BENAVIDES SUC LAS TORRES CHI,31.33207196,-110.9440022
FARMACIA Y PAPELERIA TUMY,31.31009721,-110.9439893
FARMACIA Y PAPELERIA TUMY,31.33247022,-110.9437778
FARMACIA DEL CARMEN,31.33224052,-110.9437759
FARMACIA LEAL,29.02296055,-110.9431915
FARMACIA ALEX,29.02306919,-110.9422888
FARMACIA DEL CARMEN,31.29867964,-110.9417033
FARMACIAS BENAVIDES SUCURSAL AGUA PRIETA,31.30220354,-110.9396179
FARMACIA SILVIAS,31.30205513,-110.9395353
FARMACIA SAN JORGE,31.30198652,-110.9394955
FARMACIA SAN JORGE,31.30048704,-110.9379058
FARMACIA LA PLAZA,31.29172415,-110.936852
FARMACÍA DEL MAR,29.04960787,-110.9333002
FARMACIA LA PLAZA,31.27342962,-110.9301872
COMERCIAL 3 EN 1,29.01216889,-110.9295509
FARMACIA ESTRELLA MAGNA,31.29572911,-110.928751
FARMACIA SANTA MARIA,2.79469881,-110.9247633
FARMACIA CENTRO,31.30008909,-110.9246748
FARMACIA DE LA SALUD,29.00858253,-110.9241221
FARMACIA SAN MARTIN,27.92530365,-110.9203313
FARMACIA SAN RAUL,27.91970919,-110.9149821
FARMACIAS BENAVIDES SUC DEPORTIVA SON,27.92521617,-110.9121856
FARMACIA QKS,27.92515512,-110.9106101
FARMACIA MAX,27.91931754,-110.8995263
FARMACIAS BENAVIDES SUCUSAL NOGALES II,27.92348276,-110.8936343
FARMACIA SAN BENITO,2.79225023,-110.8927335
FARMACIA DEL CARMEN,2.79235327,-110.8910778
FARMACIA SAN JORGE,29.17899217,-110.8834489
FARMACIA SAN JUAN,27.95855816,-110.816675
FARMACIA VIBE,0.27957117,-110.813356
FARMACIAS GUADALAJARA,2.94265382,-110.3872515
FARMACIA LA PLAZA,29.42693858,-110.3864657
FARMACIA BENAVIDES SUCURSAL FIESTA,24.12866843,-110.343521
FARMACIAS BENAVIDES SUCURSAL PLAZA BAZAR NOGALES,24.14640612,-110.3301932
FARMACIAS SANTIAGOS,24.12928442,-110.3276815
FARMACIA LA 29,24.15228788,-110.3196428
FARMACIA VIBE,24.14677115,-110.3195586
FARMACIAS GUADALAJARA,24.13399534,-110.3121753
FARMACIA LA PLAZA,24.12709162,-110.3116281
FARMACIA RX SUCURSAL BENITO JUAREZ,24.15723396,-110.3109792
FARMACIA COLOSIO,24.15881666,-110.3084174
FARMACIA VIBE,24.05155908,-110.2983421
FARMACIA DE JESUS,30.98358991,-110.2944506
FARMACIAS BENAVIDES SUC AVE. 23 SON,27.63983313,-110.2926969
FARMACIA SAN ANDRES,24.05826374,-110.2918148
FARMACIA SAN JORGE,30.98694101,-110.2873018
FARMACIA EXPRESS,30.99534853,-110.2813384
FARMACIA CAROLINA,30.99241354,-110.2800096
FARMACIA SAN JOSE,30.99394361,-110.270278
FARMACIA GLORIA,2.34478659,-110.2265403
FARMACIA ALICE,23.36569288,-110.1726356
PHARMACY CITY,27.46134954,-110.1150765
FARMACIA PAYLEES,27.35430013,-110.0365429
FARMACIA SONAY,27.48592405,-110.0043068
INTERNACIONAL HARBOR PHARMACY,27.51088472,-109.9862264
FARMACIA ROCKY POINT,27.49123062,-109.973832
FARMACIA VILLEGAS,27.49453585,-109.9636246
FARMACIA MEDS 4 LESS,27.49435981,-109.9630415
FARMACIA MEXICO,27.49096924,-109.961159
FARMACIAS GUADALAJARA,22.90638924,-109.9610237
FARMACIAS GUADALAJARA,27.49394215,-109.9564155
FARMACISA LA PLAZA,27.46601486,-109.954329
FARMACIA SANCHEZ,27.49395676,-109.9539153
FARMACIA BENAVIDES SUCURSAL NIZA,27.49395695,-109.9538827
FARMACIA SAGITARIO,27.45534384,-109.9533975
FARMACIAS BENAVIDES SUCURSAL PASEO DE LOS MAESTROS,27.46448986,-109.9505813
FARMACIAS BENAVIDES SUCURSAL EL GRECO O.F.N.,27.49965232,-109.9500728
FARMACIAS BENAVIDES SUCURSAL REAL DEL ARCO,31.31702938,-109.9469389
BENAVIDES SUCURSAL SAN CARLOS,27.48281959,-109.946658
FARMACIAS BENAVIDES SUCURSAL VILLA SONORA,27.50355113,-109.9454337
FARMACIA GUADALAJARA,27.50376615,-109.9454335
FARMACIA ZAÑUDO,27.50375449,-109.9454335
FARMACIA BROADWAY,27.47424057,-109.9451691
FARMACIA ROSS,27.46494368,-109.942063
FARMACIA BUENAVISTA,22.94113908,-109.9409654
FARMACIA KAYROS,27.49190402,-109.939118
FARMACIAS BENAVIDES SUCURSAL LA CAMPAÑA,27.49172235,-109.9387741
FARMACIAS GUADALAJARA,27.49172226,-109.938769
MINI SUPER DE FARMACIA ROSY,27.43996688,-109.938565
FARMACIAS BENAVIDES SUCURSAL CANANEA,27.49985343,-109.9351145
FARMACIA VIVA,27.50955184,-109.9341059
FARMACIA LA PLAZA,27.49680013,-109.9340345
FARMACIAS GUADALAJARA,27.50950729,-109.9340183
FARMACIA DE DESCUENTO,27.48516447,-109.9327393
FARMACIA LA PLAZA,27.49192447,-109.931832
FARMACIAS BENAVIDES SUC QUIROZ Y MORA SON,27.49382643,-109.9305853
DIVERCIONES EL ANGEL,27.50768082,-109.93057
FARMACIAS BENAVIDES SUCURSAL CABORCA,22.93384551,-109.9300524
FARMACIAS BENAVIDES SUCURSAL DESIERTO,27.46144163,-109.9292853
FARMACIAS BENAVIDES SUC AVENIDA Q. SON,27.46547941,-109.9291338
FARMACIA MARJANE,27.58056456,-109.9289313
FARMACIA LA PLAZA,22.90247325,-109.924921
FARMACIA BENAVIDES SUCURSAL MAGDALENA,27.45504457,-109.917092
FARMACIAS BENAVIDES SUCURSAL OSARIO WARD,22.88200787,-109.9135602
MERCADO PATY,22.88275776,-109.913536
FARMACIAS GUADALAJARA,22.88481522,-109.9133729
FARMACIA MUNGARRO,22.88291998,-109.9128105
FARMACIAS BENAVIDES SUC 0647 DUBLAN,22.88148559,-109.9125008
FARMACIAS BENAVIDES SUC 0647 DUBLAN,22.88308626,-109.9123116
FARMACIA GUADALAJARA,22.88671421,-109.9120486
FARMACIA GUADALAJARA,22.88016835,-109.9113312
OMNILIFE DISTRIBUIDOR INDEPENDIENTE,22.88177264,-109.9107591
OMNILIFE DISTRIBUIDOR INDEPENDIENTE,22.88349431,-109.9090755
FARMACIAS BENAVIDES SUC CASAS GRANDES CHI,27.49194667,-109.9083018
FARMACIAS BENAVIDES SUC CASAS GRANDES CHI,29.99446749,-109.7830926
FARMACIAS BENAVIDES SUC NUEVO CASAS GRANDES CHI,23.10046713,-109.7262041
FARMACIAS BENAVIDES SUC NUEVO CASAS GRANDES CHI,2.30786799,-109.7151515
FARMACIAS BENAVIDES SUC 644 PLAZA NOGALES CHI,23.06135158,-109.7071439
FARMACIAS BENAVIDES SUC 644 PLAZA NOGALES CHI,23.05893652,-109.6936249
FARMACIA GLZ,26.82268409,-109.6444484
FARMACIA ALPHA,26.82666584,-109.6421709
FARMACIA ALPHA,26.82552169,-109.6399724
FARMACIA CLAUDINOR,26.83267658,-109.6399669
FARMACIA CLAUDINOR,26.91013477,-109.6288418
FARMACIA SAN JORGE,26.82525875,-109.6082505
CORPORATIVO PUREX,31.33219848,-109.5604743
FARMACIAS GUADALAJARA,31.33272383,-109.5604725
CORPORATIVO PUREX,31.32766177,-109.5428575
FARMACIAS BENAVIDES SUCURSAL  BOULEVARD MATEOS COA,31.32560886,-109.5426957
FARMACIAS BENAVIDES SUCURSAL AMPLIACION LAS AMERICAS COA,31.31601347,-109.5380515
FARMACIAS GUADALAJARA,31.31972822,-109.5330802
FARMACIA DEL NIÑO 8,31.31632768,-109.5299751
DRUG STORE TIENDAS SAN ANTONIO FARMACIAS,3.13224601,-109.5292395
FARMACIAS BENAVIDES SUCURSAL PUENTE COA,27.08124206,-109.4573773
FARMACIA JOSAD,27.07290182,-109.451266
FARMACIA PLAZA,27.08085361,-109.4512223
MINISUPER Y FARMACIA SAN FRANCISCO DE ASIS,27.07886811,-109.4473759
FARMACIAS BENAVIDES SUCURSAL COAHUILA COA,27.07904077,-109.4465511
FARMACIAS BENAVIDES SUCURSAL ACUÑA COA,27.08463374,-109.4453858
FARMACIAS BENAVIDES SUC. PLAZA ACUNA,27.08074797,-109.4448835
FARMACIAS GUADALAJARA,27.07836249,-109.4443874
FARMACIAS GUADALAJARA,27.06987514,-109.4434201
FARMACIAS BENAVIDES SUCURSAL DEL CARMEN COA,27.06079507,-109.4229355
SUPER FARMACIA DEL NIÑO NUMERO 3,27.07374193,-109.4225381
FARNACIA OMEGA,27.07409095,-109.4187316
FARMACIA MADERA,25.96719954,-109.2967661
FARMACIA MADERA,25.91963558,-109.1759844
FARMACIA ALMA,25.91912926,-109.1752171
FARMACIAS BENAVIDES SUCURSAL PUEBLITOS,26.26954946,-109.036664
FARMACIAS GUADALAJARA,2.57972334,-109.0255085
FARMACIAS GUADALAJARA,25.79458089,-109.0182194
FARMACIAS BENAVIDES SUC VILLA COLONIAL SON,25.80233401,-109.0143276
FARMACIAS GI,25.80136818,-109.0137048
FARMACIA GI CC,25.79867013,-109.0098858
FARMACIAS BENAVIDES SUCURSAL CAMPO VERDE,25.81148785,-109.0093492
FARMACIA GI ROGER,25.79463334,-109.0088336
FARMACIAS GUADALAJARA,25.82104038,-109.0024243
FARMACIA GI,25.79824749,-109.0020792
FARMACIAS GUADALAJARA,25.79757101,-109.0011583
FARMACIAS BENAVIDES SUCURSAL LA PALOMA,25.76357122,-108.9992532
FARMACIA DARA PORTILLO,25.76937767,-108.9953845
BENAVIDES SUCURSAL LOPEZ PORTILLO,25.78630363,-108.9949478
FARMACIA GI MARTINEZ,25.78859032,-108.9942732
FARMACIA BENAVIDES SUC PUERTA REAL SON,25.78933285,-108.9936064
FARMACIA DE AHORRO DE GENERICO,25.78676095,-108.9931016
FARMACIAS GI,25.79176852,-108.9927332
FARMACIA SAN JOSE,25.80130043,-108.9923583
FARMACIAS GUADALAJARA,25.79051237,-108.9898694
FARMACIAS BENAVIDES SUC AV. 13 SON,25.79741936,-108.989779
FARMACIA BENAVIDES SUC PLAZA BENEI SON,25.77019601,-108.9888115
FARMACIAS GUADALAJARA,25.81535689,-108.9883905
FARMACIAS BENAVIDES SUCURSAL IGNACIO SALAZAR,25.77307125,-108.9882629
FARMACIA BUGAMBILIA,2.57732474,-108.9881293
FARMACIAS GENERICOS MONTEVERDE,25.79935963,-108.9838174
FARMACIA GI LAS TORRES,25.80376241,-108.9793501
FARMACIAS BENAVIDES SUCURSAL BUGAMBILIAS,25.78879219,-108.9780066
FARMACIAS PGUADALAJARA,26.22657943,-108.9544495
FARMACIA CRUZ ROSA,27.02417848,-108.9346919
MEDICAMENTOS Y SERVICIOS INTEGRALES DEL NOROESTE,26.02194727,-108.8314593
FARMACIA DERMAFARM,25.75803843,-108.8201966
FARMACIAS BENAVIDES SUC PERINORTE,25.75869015,-108.8197697
FARMACIAS GUADALAJARA,25.75474067,-108.8194576
FARMACIA BENAVIDES SUCURSAL PERIMETRAL CUM,25.75930272,-108.8193686
FARMACIAS GUADALAJARA,26.08288682,-108.7619407
FARMACIAS GUADALAJARA,26.41798371,-108.621368
FARMACIA BENAVIDES SUC COPACABANA SON,2.58027636,-108.4812111
FARMACIA BENAVIDES SUC ISIDRO OLVERA SON,25.73142826,-108.4796492
FARMACIAS BENAVIDES,2.55678705,-108.4775095
FARMACIA BENAVIDES SUC ISRAEL GONZALEZ SON,25.57742076,-108.4702714
FARMACIAS BENAVIDES SUC REFORMA,25.56997121,-108.4702153
FARMACIAS GUADALAJARA,2.55866666,-108.4689105
FARMACIAS GUADALAJARA,25.55427388,-108.4680057
FARMACIAS GUADALAJARA,25.58615507,-108.4668871
FARMACIAS BENAVIDES SUC PITIC,2.55594524,-108.462705
FARMACIA BENAVIDES SUC HERMOSILLO QUIROGA SON,25.58661151,-108.4626235
FARMACIAS BENAVIDES SUCURSAL OLIVARES,25.56363214,-108.4617059
FARMACIAS GUADALAJARA,25.55974592,-108.461512
FARMACIA BENAVIDES SUC MORELOS Y KINO,25.56016054,-108.4613115
FARMACIA BENAVIDES SUC FRANCISCO KINO SON,25.73369271,-108.3432453
FARMACIA BENAVIDES SUC HOSPITAL CHAVEZ- PLAZA BOULEVARD KINO SON,26.70897411,-108.3226718
FARMACIAS FARMAMIN,27.27732335,-108.2797159
FARMACIA BENAVIDES SUC NAYARIT Y YAÑEZ,27.27732335,-108.2797159
FARMACIAS GUADALAJARA,29.68574467,-108.2771271
FARMACIAS GUADALAJARA,29.68574467,-108.2771271
FARMACIA BENAVIDES SUCURSAL PLAZA CONQUISTADOR,25.81659471,-108.229378
FARMACIA BENAVIDES SUC GARMENDIA,25.47761365,-108.1648566
FARMACIA BENAVIDES SUC SAN BERNARDINO,25.36781173,-108.157009
FARMACIAS GUADALAJARA,25.36816561,-108.1568053
FARMACIA BENAVIDES SUC NAVARRETE,29.19035925,-108.1404887
FARMACIA G I,29.19035925,-108.1404887
FARMACIAS GUADALAJARA,25.46004101,-108.0846805
FARMACIAS MARGARITA,25.46033734,-108.0843367
FARMACIA MARGARITA,25.45959937,-108.0827239
FARMACIAS BENAVIDES SUC HOSPITAL HILLO,25.45827597,-108.0816311
FARMACIAS BENAVIDES SUC PASEO LAS QUINTAS SON,25.46108136,-108.0790953
FARMACIA BENAVIDES SUC COLOSIO REAL DE ARCO SON,25.07896766,-108.058102
FARMACIAS GUADALAJARA,25.48168572,-107.9227603
FARMACIAS BENAVIDES SUC LA RIOJA SON,30.42702717,-107.9147199
FARMACIA BENAVIDES SUC PLAZA GALICIA,30.42702717,-107.9147199
FARMACIAS BENAVIDES SUCURSAL FRENTE FRIO,30.41727748,-107.9118162
FARMACIAS BENAVIDES SUC SAHUARIPA,30.41727748,-107.9118162
FARMACIAS GUADALAJARA,30.39569379,-107.9060423
FARMACEUTICA LOS ARCOS,30.39569379,-107.9060423
FARMACIA MARGARITA,30.41274595,-107.8999423
FARMACIA IMMEDICA GI,30.41274595,-107.8999423
FARMACIAS GUADALAJARA,24.76695963,-107.6989581
FARMACIAS GUADALAJARA,24.76778142,-107.6981399
FARMACIA BENAVIDES SUCURSAL SERDAN,24.76728215,-107.6975626
FARMACIAS GUADALAJARA,24.76638831,-107.696076
FARMACIA MÓDULO ISSSTESON SNTE 28,24.76330567,-107.69478
FARMACIAS BENAVIDES SUC LAS GRANJAS,2.48201845,-107.6547808
FARMACIA BENAVIDES SUC REFORMA HERMOSILLO,24.89471881,-107.633577
FARMACIA GI PAL MONTECARLO,0.31782921,-107.6284328
GNC,0.31782921,-107.6284328
FARMACIAS BENAVIDES SUC RIO SONORA M576,24.76900541,-107.5533622
FARMACIAS BENAVIDES SUC DEL RIO CENTRO MEDICO SON,24.76901251,-107.5532788
FARMACIAS GUADALAJARA,2.46576863,-107.5400565
FARMACIA BENAVIDES SUC CAMINO DEL SERI SON,2.47799978,-107.5112291
FARMACIAS GUADALAJARA,0.28568735,-107.5067497
FARMACIA MAXFARMA,0.28568735,-107.5067497
FARMACIA BENAVIDES SUC LOS VIÑEDOS SON,28.54739579,-107.4831411
FARMACIA BENAVIDES SUC VILDOSOLA SON,28.54739579,-107.4831411
FARMACIA BENAVIDES SUC PLAZA DEL REY,24.77518932,-107.4763387
FARMACIAS GUADALAJARA,24.76672242,-107.4689152
FARMACIA BENAVIDES SUC Y GRIEGA,24.77825967,-107.4606364
FARMACIA GENERICOS GI,0.24769256,-107.4573676
FARMACIA ARCOIRIS,24.80725414,-107.4559778
FARMACIAS GENERICOS GI,24.80725256,-107.4559612
FARMACIAS BENAVIDES SUC PERIFERICO SUR,24.77036934,-107.4553879
FARMACIA GENERICOS,24.76296534,-107.454781
FARMACIAS GUADALAJARA,29.84804308,-107.4541198
FARMACIA BENAVIDES SUCURSAL XOLOTL,29.84804308,-107.4541198
FARMACIAS GI DARA,24.82651652,-107.4524058
FARMACIA BENAVIDES SUC NUEVO HERMOSILLO SON,24.81977308,-107.452085
FARMACIAS GUADALAJARA,24.81938985,-107.4493305
FARMACIA GAM,24.79009825,-107.443923
FARMACIA SAN ISIDRO,24.81769725,-107.44002
FARMACIA VIANNA,24.81773457,-107.4399746
FARMACIA VIANNA,0.24779531,-107.4388446
FARMACIA GUADALAJARA,24.77305001,-107.4367917
FARMACIA GUADALAJARA,24.75497069,-107.434058
FARMACIA GUADALAJARA,0.24754968,-107.434057
FARMACIA GUADALAJARA,2.47531642,-107.4336885
FARMACIA MACR,24.82521583,-107.4333232
FARMACIA MACR,24.76440323,-107.4319912
FARMACIAS GUADALAJARA,24.76432457,-107.4319561
FARMACIAS GUADALAJARA,0.24751448,-107.429028
FARMACIAS BENAVIDES SUC PASEO DEL REAL CHI,24.75071073,-107.428918
FARMACIAS BENAVIDES SUC PASEO DEL REAL CHI,24.77425551,-107.4278978
FARMACIA GUADALAJARA,24.78158955,-107.427834
FARMACIA GUADALAJARA,24.84661147,-107.4275595
FARMACIAS BENAVIDES SUC CHIHUAHUA 2000 CHI,24.80003897,-107.4274726
FARMACIAS BENAVIDES SUC CHIHUAHUA 2000 CHI,24.77520268,-107.4183368
FARMACIAS GUADALAJARA,24.84421855,-107.4178632
FARMACIAS GUADALAJARA,24.82064212,-107.4177043
FARMACIAS BENAVIDES SUC PASEO DE LA UNIVERSIDAD CHI,24.83535694,-107.4156172
FARMACIAS BENAVIDES SUC PASEO DE LA UNIVERSIDAD CHI,24.84293624,-107.4132951
FARMACIAS GUADALAJARA,24.82736004,-107.4125787
FARMACIAS GUADALAJARA,24.79386684,-107.410114
FARMACIA DEL PUEBLO MATRIZ,24.78603553,-107.407516
FARMACIAS GUADALAJARA,24.80000018,-107.4061036
CORPORATIVO PUREX,24.80192912,-107.4024291
FARMACIAS BENAVIDES SUCURSAL  PRESIDENCIA COA,24.79790022,-107.4016211
FARMACIAS BENAVIDES SUCURSAL SAN JOSE COA,24.79673865,-107.401419
FARMACIAS BENAVIDES SUCURSAL GALEANA COA,2.47588311,-107.4007256
FARMACIAS GUADALAJARA,24.82953698,-107.3991353
FARMACIAS GUADALAJARA,24.80460977,-107.3961861
FARMACIAS GUADALAJARA,24.81916006,-107.3956074
SUC PIEDRAS NEGRAS,24.59083189,-107.3942819
FARMACIAS BENAVIDES SUC OMA CHIHUAHUA CHI,24.80385071,-107.3940334
FARMACIAS BENAVIDES SUC OMA CHIHUAHUA CHI,24.86452688,-107.3921806
CORPORATIVO PUREX,24.77875101,-107.3915291
FARMACIAS GUADALAJARA,24.82402169,-107.3903993
FARMACIA GUADALAJARA,24.59074726,-107.3903669
FARMACIA MEDIKALA,0.24590729,-107.3899882
FARMACIA MEDIKALA,24.82161659,-107.3898826
FARMACIA GUADALAJARA,2.47945234,-107.3863214
FARMACIA GUADALAJARA,24.83724513,-107.3853396
FARMACIA GUADALAJARA,24.81188345,-107.3828516
FARMACIA GUADALAJARA,24.75304628,-107.382694
FARMACIAS BENAVIDES SUCURSAL CARRANZA PIEDRAS NEGRAS COA,24.80238137,-107.3806795
FARMACIAS BENAVIDES SUCURSAL ROMAN CEPEDA COA,24.80182373,-107.380111
FARMACIAS GUADALAJARA,24.76613462,-107.3777259
FARMACIA DE GENERICOS INTERCAMBIABLES,24.80738488,-107.3758167
FARMACIA DE GENERICOS INTERCAMBIABLES,24.79103709,-107.372888
FARMACIAS DEL PUEBLO,24.82359844,-107.370443
CORPORATIVO PUREX,24.81778482,-107.3690074
CORPORATIVO PUREX,24.81487727,-107.3677807
FARMACIAS GUADALAJARA,24.79816459,-107.365732
FARMACIAS GUADALAJARA,24.32085438,-107.3656551
FARMACIAS GUADALAJARA,24.31278636,-107.3647892
FARMACIAS GUADALAJARA,24.81745709,-107.3636328
FARMACIA GUADALAJARA,24.32351956,-107.3626475
FARMACIAS BENAVIDES SUCURSAL INDUSTRIAL COA,24.84943512,-107.3603288
FARMACIAS BENAVIDES SUCURSAL MERCO PIEDRAS NEGRAS COA,24.80219542,-107.3577346
FARMACIAS BENAVIDES SUC UNIVERSIDAD OXFORD CHI,24.79982692,-107.349061
FARMACIAS BENAVIDES SUC UNIVERSIDAD OXFORD CHI,24.78999478,-107.3477068
FARMACIA SANTA ROSA,28.48235746,-107.3336719
FARMACIAS GUADALAJARA,28.48235746,-107.3336719
FARMACIAS GUADALAJARA,28.47809181,-107.3313628
FARMACIAS BENAVIDES SUC LAGOS CHI,28.47809181,-107.3313628
