nombre_hospital,latitud,longitud,
CONSULTORIO DE UROLOGIA,20,-88.04635606,
CONSULTORIO MEDICO,20,-88.04557497,
CONSULTORIO MEDICO CIRUJANO VASCULAR,20,-88.03723244,
CONSULTORIO MEDICO DE GINECOLOGIA,20,-87.73703862,
CONSULTORIO MEDICO SIN NOMBRE,0,-87.48606382,
CONSULTORIO MEDICO UROLOGO,20,-87.45022551,
CONSULTORIO PEDIATRICO,20,-87.32240882,
CONSULTORIOGINECOLOGO,21,-87.09522022,
CRUZ ROJA,21,-87.09521576,
CRUZ ROJA MEXICANA,21,-87.09186743,
CRUZ ROJA MEXICANA,21,-87.08994376,
CRUZ ROJA MEXICANA IAP DELEGACION ROSARITO,21,-87.08023941,
DIRECION DE SERVICIOS MEDICOS MUNICIPALES,21,-87.07916943,
FAMILY CARE,21,-87.07837872,
FARCACIA Y CONSUULTORIO DEL ANGEL,21,-87.07119851,
GINECOLOGIA,21,-87.07052841,
GINECOLOGIA,21,-87.06075076,
GINECOLOGIA SIN NOMBRE,21,-86.95328936,
GREEN HEALTH MEDICAL GROUP,21,-86.95278648,
GRUPO DE ATENCION MEDICA INTEGRAL,20,-86.95177144,
GRUPO MEDICO DE LA PIEDAD CENTRO,21,-86.94660788,
GRUPO MEDYCA SIMSA,21,-86.94268558,
GRUPO NEUROLOGICO Y NEUROQUIRURGICO DE BAJA CALIFORNIA,21,-86.94233599,
HOPITAL MILITAR DE ZONA,0,-86.93791247,
HOSPITAL 5 DE SEPTTIEMBRE,20,-86.93781975,
HOSPITAL ALMATER,21,-86.89660619,
HOSPITAL ALMATER,21,-86.87616812,
HOSPITAL ALMATER,21,-86.86965935,
HOSPITAL ANGELES TIJUANA,2,-86.86571613,
HOSPITAL ANTARES,21,-86.86564177,
HOSPITAL ARCE QUI•ONES,21,-86.85871855,
HOSPITAL BAJA MEDIX,21,-86.85805988,
HOSPITAL CENTRO MEDICO NOVA,21,-86.85721283,
HOSPITAL CER,21,-86.85640663,
HOSPITAL CER,21,-86.85524029,
HOSPITAL CLINICA MEDICINA TRADICIONAL CHINA MEXICO,2,-86.84843624,
HOSPITAL DE ESPECIALIDAES MEDICAS SOUT SAN DIEGO,21,-86.84658165,
HOSPITAL DE GINECOPEDIATRIA CON MEDICINA FAMILIAR NO 31,21,-86.84069025,
HOSPITAL DE LA FAMILIA,21,-86.83887888,
HOSPITAL DE LAS CALIFORNIAS,21,-86.83162956,
HOSPITAL DE LOS ARCANGELES,21,-86.83054446,
HOSPITAL DE SALUD MENTAL DE TIJUANA,21,-86.83042092,
HOSPITAL DEL CARMEN,21,-86.83041006,
HOSPITAL EL BUEN SAMARITANO,21,-86.82924766,
HOSPITAL EXCEL,21,-86.82863205,
HOSPITAL FAMILIAR 3,21,-86.82798001,
HOSPITAL FUNDADORES,21,-86.82727542,
HOSPITAL GENERAL 5 DE DICIEMBRE,21,-86.82705354,
HOSPITAL GENERAL DE PLAYAS DE ROSARITO,21,-86.82625989,
HOSPITAL GENERAL DE SUB ZONA MEDICINA FAMILIAR 13,21,-86.82435739,
HOSPITAL GENERAL DE TIJUANA,21,-86.82395135,
HOSPITAL GENERAL DE ZONA NO 8 JOSE ANTONIO DIAZ DE LEON,21,-86.82395088,
HOSPITAL GENERAL ENSENADA,21,-86.82380442,
HOSPITAL GENERAL TECATE,21,-86.82231931,
HOSPITAL GUADALAJARA,21,-86.82219159,
HOSPITAL GUZMAN,21,-86.82128082,
HOSPITAL HISPANO AMERICANO,21,-86.73569369,
HOSPITAL HISPANO SUR,21,-86.72698439,
HOSPITAL HL BAJA,33,-11.71167183,
HOSPITAL INSURGENTES DEL NOROESTE,32,-11.70566892,
HOSPITAL INSURGENTES RIO,33,-11.70490715,
HOSPITAL JARDON,3,-11.70474726,
HOSPITAL LA PIEDAD MATAMOROS,33,-11.70458036,
HOSPITAL LITYEN,33,-11.70394532,
HOSPITAL LUI LUAN,33,-11.70370345,
HOSPITAL MATERNO INFANTIL,33,-11.70254031,
HOSPITAL MATERNO INFANTIL TIJUANA,3,-11.70123528,
HOSPITAL MEXICO,33,-11.70113557,
HOSPITAL MI DOCTOR,33,-11.70096307,
HOSPITAL MILITAR REGIONAL EL CIPRES,3,-11.69884313,
HOSPITAL OASIS,32,-11.69657223,
HOSPITAL QUIRURGICO DEL VALLE,32,-11.68939825,
HOSPITAL REAL DE VH,32,-11.68773103,
HOSPITAL REGIONAL DE ZONA NUMERO 30 DOCTOR HUMBERTO TORRES SANGINES,32,-11.68558132,
HOSPITAL REGIONAL NUMERO 1,32,-11.66205558,
HOSPITAL REGIONAL NUMERO 20,32,-11.66161124,
HOSPITAL RURAL IMSS BIENESTAR NO 69,3,-11.66142439,
HOSPITAL SAN ANGEL,32,-11.65882087,
HOSPITAL SAN FERNADO,31,-11.60607872,
HOSPITAL SAN LUIS REY,31,-11.59925528,
HOSPITAL SAN LUIS REY,33,-11.54613364,
HOSPITAL SANTA ROSA DE LIMA,33,-11.53907549,
HOSPITAL SONORA,25.54130184,-10.34453592,
HOSPITAL TJ,25.54067453,-10.34404817,
HOSPITAL VELMAR,25.54397997,-10.34361729,
HOSPITAL VELMAR,25.53835619,-10.34245823,
HOSPITAL VIDA,25.53835619,-10.34245823,
HOSPITAL Y CENTRO MEDICO AMERICA,25.53548777,-10.34233869,
HOSPITALES DEL SECTOR PRIVADO DE OTRAS ESPECIALIDADES MêDICAS SIN NOMBRE,25.51750826,-10.33954912,
HOSPITALES GENERALES DEL SECTOR PRIVADO,25.81510426,-10.32786137,
HOSTPITAL SAN CARLOS,25.75732754,-10.29900437,
I S S S T E,2.69216626,-10.14370324,
I S S S T E C A L I SAN FELIPE,27.17972029,-10.14245282,
I S S S TECALI CL÷NICA PERIFêRICA LIC. BENITO JUAREZ,27.94703664,-10.12095317,
I.S.S.S.T.E.,27.89681062,-10.11601439,
IMI HOSPITAL DE LA MUJER Y EL NI•O,25.43022861,-10.10103806,
IMSS,25.41909305,-10.09969868,
IMSS CLINICA NUMERO 5,25.45838273,-10.09837664,
IMSS GOBIERNO FEDERAL,2.54770097,-10.09802164,
IMSS INTITUTO MEXICANO DEL SEGURO SOCIAL,29.32379807,-10.09294716,
IMSS OPORTUNIDADES PUNTA COLONET,28.68852011,-10.05654056,
INSTITUCI‡N CLINICA SAN JOSê,18,-9.20979193,
INSTITUCION CLINICA SAN JOSE,19,-9.18398514,
INSTITUTO DE PSIQUIATRIA DE GOBIERNO DE BAJA CALIFORNIA .SALUD MENTAL,19,-9.18187045,
INSTITUTO DE PSIQUIATRIA DEL ESTADO DE BAJA CALIFORNIA,2,-9.10367533,
INSTITUTO DE PSIQUIATRIA DEL ESTADO DE BAJA CALIFORNIA,19,-9.07164207,
INSTITUTO DE PSIQUIATRIA DEL ESTADO DE BAJA CALIFORNIA IPEBC,20,-9.05561396,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,20,-9.04939992,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL GOBIERNO Y MUNICIPIOS DEL ESTADO DE BAJA CALIFORNIA,19,-8.83239922,
INSTITUTO DE SERVICIOS DE SALUD PUBLICA DEL ESTADO DE BAJA CALIFORNIA,20,-8.80459186,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,20,-8.80452392,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,0,-8.68518266,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,21,-8.68250334,
INSTITUTO MEXICANO SEGURO SOCIAL,33,-1.15476986,
INSTITUTO NEFROLAGICO DE TIJUANA,33,-1.15376048,
INTERNATIONAL BIO CARE,33,-1.15376048,
INTERNATIONAL BIOCARE,25.53958768,-1.03442378,
INTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE TRABAJADORES DEL ESTADO Y MUNICIPIO,28.71269021,-1.00526244,
ISSTE,19,-0.89994041,
ISSTECALI,21,-0.86950904,
ISSTECALI,27.69149666,-114.8977566,
ISTECALI CLINICA ROSARITO,32.46998383,-114.7865099,
ISTECALI MEXICALI,32.46983534,-114.7856041,
LA ESTACION,32.42851183,-114.7807965,
MEDI EXCEL,32.48078816,-114.7795315,
MêDICA FEM HOSPITAL,32.4718502,-114.7788298,
MEDIEXCEL HEALTH PLAN,32.47004998,-114.7779322,
MEXICALI MINDHEALHT CLINICA DE SALUD MENTAL,32.47469779,-114.7774254,
MODULO DE SALUD COMUNITARIA COLONIA CACHANILLA,32.47318353,-114.7764335,
MODULO DE SALUD DE OPORTUNIDADES,32.46814718,-114.7752316,
MODULO DE SALUD DE SAN SIMON,32.48007569,-114.7741382,
MODULO DE SALUD PARCELA 17,32.43115069,-114.7732446,
OBESITY GOODBYE,32.47357117,-114.7713065,
PRIMERO SALUD SERVICIOS MEDICOS INDUSTRIALES,32.47039062,-114.7712772,
RED SALUD CASA BLANCA,32.47352204,-114.7701731,
RUBIO CANCER CENTER,32.47477545,-114.7693425,
SANATORIO DEL CARMEN DE ENSENADA,31.3087808,-113.5418868,
SANATORIO QUIROZ,31.30931212,-113.5389951,
SANATORIO SAN FRANCISCO,31.31701014,-113.5369437,
SANATORIO SANTA CATALINA DE BAJA CALIFORNIA,31.32100767,-113.5366982,
SERVICIO MEDICO,31.31526232,-113.5348559,
SERVICIO MEDICO ROSARITO,31.31928261,-113.5333483,
STAR CLINIC CENTRO MEDICO QUIRURJICO,31.34122562,-113.5162521,
TJ PLAST OUT PATIENT,27.64458718,-113.3893729,
UNEME ONCOLOGIA,27.28410574,-112.897605,
UNIDA DE MEDICINA FAMILIAR NUMERO 29,31.86460622,-112.853208,
UNIDAD DE ESPECIALIDADES MEDICAS CENTRO,27.34614611,-112.2740482,
UNIDAD DE ESPECIALIDADES MEDICAS DE ENFERMEDADES CRONICAS,27.33656942,-112.2700961,
UNIDAD DE MEDICINA PREVENTIVA DE LA SECRETARIA DE COMUNICACIONES Y TRANSPORTES,27.33826547,-112.2672492,
UNIDAD ESPECIALIZADA EN PEDIATRIA Y GINECOLOGIA,30.70422302,-112.1795581,
UNIDAD MEDICA DE FRANSISCO VILLA,29.01358789,-112.1602447,
UNIDAD MEDICA DERMATOLOGICA INDERM,30.71594205,-112.1585679,
UNIDAD MEDICA FAMILIAR NO 26 IMSS,30.71568499,-112.1567326,
UNIDAD MEDICA LATINO,30.71165105,-112.1558523,
UNIDAD MEDICA OTAY,30.71513944,-112.1555839,
UNIDAD MEDICA RURAL IMSS BIENESTAR,30.7134545,-112.1402367,
UNIDAD MEDICA SANTA JULIA,30.71353181,-112.1395435,
UNIDAD MEDICA SINAI,30.71350908,-112.1382481,
UNIDAD MEDICA URBANA ROSARITO,24.79128637,-112.110164,
UNIDAD QUIRURGICA CAMPESTRE,24.78518944,-112.0983704,
UNIDAD QUIRURGICA GALANS,26.20436177,-112.0440492,
URGENCIAS MEDICAS SAN JOSE,30.71531209,-111.8386673,
ALBERGUE COMUNITARIO DEL HOSPITAL RURAL BIENESTAR NUMERO 34 LA ASUNCION,25.01879411,-111.6613628,
C.S.R 1 N.B. GUELATAO,25.03405579,-111.6456547,
CASA DE LA SALUD PUENTE DE COPALITA,28.8399702,-111.4907513,
CASA DE SALUD JUANA BOQUITA COZOALTEPEC,28.83955724,-111.47776,
CENTRAL MEDICA HUATULCO,26.0073158,-111.3647989,
CENTRO AMBULATORIO PARA LA PREVENCION Y ATENCION DEL SIDA E INFECCIONES DE TRANSMISION SEXUAL,26.00822585,-111.3533708,
CENTRO DE ESPECIALIDADES JARDINES DEL SUR,30.54148952,-111.1235215,
CENTRO DE ESPECIALIDADES M?DICAS FENTANEZ,30.54344148,-111.1228536,
CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE ASUNCI?N NOCHIXTL?N.,30.54771229,-111.1211101,
CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE SAN JACINTO AMILPAS,30.16756167,-111.114371,
CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE TLALIXTAC DE CABRERA,30.17007484,-111.1121819,
CENTRO DE SALUD DE TRES NUCLEO BASICO SAN FELIPE USILA,29.08114407,-111.0276929,
CENTRO DE SALUD RURAL DE BARRA DE COPALITA,29.08130585,-111.0056216,
CENTRO DE SALUD URBANO 12NB SALINA CRUZ,29.0982457,-111.001989,
CENTRO DIAGNOSTICO RADIOLOGICO,29.12758159,-110.9927005,
CENTRO M?DICO DE ESPECIALIDADES DE LA COSTA,29.11883852,-110.9918482,
CENTRO MEDICO DONAJI,29.08846071,-110.9892678,
CENTRO MEDICO HOSPITALARIO CEMEHOSP,29.11571645,-110.972921,
CENTRO MEDICO MAZUNTE,29.09717414,-110.9726856,
CENTRO MEDICO MIXTECO DE BENEFICIENCIA,29.10353547,-110.9721351,
CENTRO MEDICO SIN NOMBRE,29.11581806,-110.9720896,
CENTRO RURAL DE ATENCION INTEGRAL A LA MUJER,30.62915441,-110.9720188,
CENTRO SALUD RURAL DE TRES NUCLEOS BASICOS,30.62762647,-110.9713681,
CENTRO SE SALUD RURAL MIRAMAR OCSSA003114,31.23992869,-110.9700179,
CENTTRO DE SALUD URBANO 4 NUCLEOS BASICOS PUTLA,29.08710249,-110.9635269,
CESSA CENTRO DE SALUD CON SERVICIOS AMPLIADOS,29.06415185,-110.9633006,
CLINICA CHUM,29.06540398,-110.9613461,
CLINICA DE ESPECIALIDADES NUESTRA SE?ORA DE GUADALUPE,29.0654119,-110.9613173,
CLINICA DE ESPECIALIDADES SAN FRANCISCO,30.6324761,-110.9604771,
CLINICA DE PEMEX,29.09015376,-110.9588999,
CLINICA DE SALUD DE SAN FELIPE TEJALAPAM,29.08986989,-110.9588433,
CLINICA DE SAN BALTAZAR GUELAVILA,29.08985856,-110.9588411,
CLINICA DE SERVICIOS DE SALUD DE OAXACA,31.28928623,-110.9576404,
CLINICA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL UNIDAD MEDICA FAMILIAR NUMERO 21,29.05979215,-110.9574849,
CLINICA DEL IS SSTE,29.08272449,-110.9545773,
CLINICA HOSPITAL BETESDA,29.09672329,-110.95323,
CLINICA HOSPITAL CARMEN,29.10412629,-110.95306,
CLINICA HOSPITAL CENTRO MEDICO DEL SURESTE,29.12168657,-110.952764,
CLINICA HOSPITAL DE URGENCIAS MEDICAS,31.32395441,-110.9526644,
CLINICA HOSPITAL DEL INSTITUTO DE SEGURIDAD Y SERVICIOS DE LOS TRABAJADORES DEL ESTADO B,29.10531072,-110.9524977,
CLINICA HOSPITAL DEL ISTMO,29.08421783,-110.9513652,
CLINICA HOSPITAL DEL PUEBLO ANNA SEETHALER AC,29.12159772,-110.9513624,
CLINICA HOSPITAL DEL SOL,29.12159772,-110.9513624,
CLINICA HOSPITAL ISSTE TUXTEPEC,29.12161425,-110.9513623,
CLINICA HOSPITAL JUQUILITA,29.11621454,-110.9513543,
CLINICA HOSPITAL SAN JOSE MILENIUM,29.11006326,-110.9509238,
CLINICA HOSPITAL SANTA MARIA,29.08118417,-110.9507005,
CLINICA HOSPITAL SINAI,29.08125786,-110.9506204,
CLINICA IMSS,29.08887539,-110.9504309,
CINICA IMSS BIENESTAR,29.11518593,-110.9495641,
CLINICA IMSS UNIDAD MEDICA RURAL,29.08135738,-110.9492715,
CL?NICA M?DICA,29.10801733,-110.9479554,
CL?NICA M?DICA DE JES?S,31.30175312,-110.9472662,
CL?NICA M?DICA DEL CARMEN,29.10447086,-110.9471348,
CLINICA MEDICA FAMILIAR CON ESPECIALIDADES Y QUIROFANO PUERTO ESCONDIDO,31.31799366,-110.9470022,
CLINICA MEDICA HUATULCO,31.31995779,-110.9467058,
CLINICA MEDICA RURAL UMR 26 SAN PEDRO MIXTEPEC,31.32865383,-110.9465486,
CLINICA MEDICA SANTA FE,31.31287407,-110.9456629,
CLINICA MONSERRAT,31.3095519,-110.943897,
CLINICA MUNICIPAL SANTA LUCIA,31.33227118,-110.9431683,
CLINICA OSMO,31.30591472,-110.9421433,
CLINICA PANAMERICANA,31.28478987,-110.9387435,
CLINICA RODRIGUEZ,29.00838569,-110.9278976,
CLINICA SAN FERNANDO,29.00939142,-110.9238451,
CLINICA SAN JUAN BAUTISTA,31.29577238,-110.9237981,
CLINICA UNIDAD MEDICA RURAL,27.92383796,-110.9210445,
CLINICA VALLE DE SAN DIONISIO,27.95077105,-110.9174589,
CLINICO HOSPITAL PINOTEPA I.S.S.S.T.E,27.91910782,-110.914735,
CONSULTORIO DE GINECOLOGIA,31.29755845,-110.9137568,
CONSULTORIO DE PSIQUIATRIA,27.88383235,-110.9122785,
CONSULTORIO GINECOLOGICO,29.02498843,-110.9048036,
CRUZ ROJA MEXICANA,27.91778583,-110.9020474,
CRUZ ROJA MEXICANA,27.92354544,-110.901912,
CRUZ ROJA MEXICANA INSTITUCION DE ASISTENCIA PRIVADA,27.91793929,-110.9004722,
CS1 NBSS,27.91898941,-110.8996277,
CSR SANTA MARIA HUAZOLOTITLAN,27.95617388,-110.8240722,
DIRECCION DE SALUD MUNICIPAL,27.62336383,-110.4163388,
EXPERTOS EN RADIOLOGIA,29.42518447,-110.3909169,
FUCAM,29.42858855,-110.3903397,
HOSPISTAL DE LA COMUNIDAD DE TAMAZULAPAM DEL ESP?RITU SANTO,24.13044161,-110.3427587,
HOSPITAL BASICO COMUNITARIO,24.13061098,-110.3420724,
HOSPITAL BASICO COMUNITARIO DE ASUNCION NOCHIXTLAN,24.13047902,-110.3419572,
HOSPITAL BASICO COMUNITARIO DE NEJAPA DE MADERO,24.1383442,-110.3412534,
HOSPITAL BASICO COMUNITARIO DE SANTA CATARINA JUQUILA,24.15850283,-110.3187343,
HOSPITAL BASICO COMUNITARIO TEOTITLAN DE FLORES MAGON,24.11291049,-110.3181567,
HOSPITAL BIANN SAN JOSE,24.14545874,-110.3179846,
HOSPITAL BIANNI SAN JOSE,24.12210349,-110.3149769,
HOSPITAL CLINICA MEDICA QUIRURGICA SAN JUANITO,24.11478105,-110.3142678,
HOSPITAL CLINICA SANTA ANITA,24.15099107,-110.3102444,
HOSPITAL COMUNITARIO DE IXTLAN DE JUAREZ,24.15980293,-110.3096783,
HOSPITAL COMUNITARIO DE RIO GRANDE,24.14917946,-110.3086736,
HOSPITAL COMUNITARIO SANTO REYES NOPALA,30.98435066,-110.3064022,
HOSPITAL DE ESPECIALIDADES EL NI?O,24.1652418,-110.3058439,
HOSPITAL DE LA COMUNIDAD SAN JACINTO TLACOTEPEC,24.14895143,-110.3050144,
HOSPITAL DE LA COMUNIDAD SANTIAGO TAMAZOLA,24.14894948,-110.3050115,
HOSPITAL DE LA NI?EZ OAXAQUE?A,24.14894916,-110.305011,
HOSPITAL DEL SEGURO SOCIAL,24.14894864,-110.3050103,
HOSPITAL DEL VALLE,24.1539223,-110.304499,
HOSPITAL FUNDACION PADRE ANGEL VASCONCELOS,30.98368712,-110.3028289,
HOSPITAL GENENERAL DE SUBSONA CON MEDICINA FAMILIAR 41,24.15383942,-110.3012103,
HOSPITAL GENERAL,27.64605748,-110.2962132,
HOSPITAL GENERAL,27.64700185,-110.2959835,
HOSPITAL GENERAL DE IXTEPEC 30 CAMAS,27.64493772,-110.2924586,
HOSPITAL GENERAL DE LA MUJER Y EL NI?O OAXAQUE?O,24.16262289,-110.292329,
HOSPITAL GENERAL DE SALINA CRUZ DE PETROLEOS MEXICANOS,30.99789162,-110.2535471,
HOSPITAL GENERAL DE SUBZONA NO. 19,23.44696571,-110.2252837,
HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR NUMER0 2,27.49610202,-109.9633008,
HOSPITAL GENERAL DE ZONA NUMERO 3,27.49464577,-109.9622494,
HOSPITAL GENERAL DOCTOR ALBERTO VARGAS MERINO,27.49563426,-109.9622338,
HOSPITAL GENERAL DOCTOR MACEDONIO BENITEZ FUENTES,27.49379187,-109.9572985,
HOSPITAL GENERAL DR AURELIO VALDIVIESO,27.48277341,-109.9543791,
HOSPITAL GENERAL DR MANUEL VELASCO SUAREZ DE SAN PABLO HUIXTEPEC,27.50581991,-109.9511108,
HOSPITAL GENERAL MARIA LOMBARDO DE CASO,27.49965209,-109.950645,
HOSPITAL GENERAL NAVAL DE SALINA CRUZ,22.94192537,-109.9452081,
HOSPITAL GENERAL PILAR SANCHEZ VILLAVICENCIO,27.45588575,-109.9430942,
HOSPITAL GENERAL PUERTO ESCONDIDO,27.48387404,-109.942836,
HOSPITAL GENERAL SAN PEDRO POCHUTLA,27.49222841,-109.9397973,
HOSPITAL MATERNO INFANTIL,27.49985513,-109.9380906,
HOSPITAL MILTAR DE ZONA DE IXCOTEL OAXACA,27.50563845,-109.9363898,
HOSPITAL MOLINA,27.07795198,-109.9345897,
HOSPITAL NAVAL DE HUATULCO,27.51177781,-109.9335449,
HOSPITAL PSIQUIATRICO CRUZ DEL SUR,27.5065031,-109.931789,
HOSPITAL RAFAEL AMADOR Y HERNANDEZ,27.5006028,-109.9315468,
HOSPITAL REFORMA,22.90469696,-109.93107,
HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,22.90758441,-109.9298083,
HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,22.90048794,-109.9286027,
HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,22.9028531,-109.9254203,
HOSPITAL REGIONAL PRESIDENTE JUAREZ,22.89559973,-109.9205804,
HOSPITAL RURAL BIENESTAR NUMERO 35 JAMILTEPEC,22.89509262,-109.9146916,
HOSPITAL RURAL NUMERO 24,22.89613296,-109.9126305,
HOSPITAL RURAL NUMERO 36 IMSS BIENESTAR,22.88985501,-109.908168,
"HOSPITAL RURAL NUMERO 37,IMSS",22.89932713,-109.9080147,
HOSPITAL RURAL NUMERO 66 DEL IMSS,22.89931516,-109.9018644,
HOSPITAL SAN LUCAS,22.89913864,-109.9007605,
HOSPITAL SAN MARTIN CABALLERO,27.36797214,-109.8877351,
HOSPITALES GENERALES DEL SECTOR P?BLICO,22.90611049,-109.8682316,
IMSS,22.90647562,-109.866884,
IMSS,27.12774463,-109.8410616,
IMSS BIENESTAR,29.99475517,-109.7808606,
IMSS INSTITUTO MEXICANO DEL SEGURO SOCIAL,23.37055871,-109.7698521,
IMSS OPORTUNIDADES,23.00133725,-109.7336647,
IMSS OPORTUNIDADES,23.07884792,-109.7141059,
IMSS OPRTUNIDADES 193,23.09334951,-109.7116011,
INSTITUTO DE LA SECRETARIA DE SERVICIOS DE SALUD DE LOS TRABAJADORES DEL ESTADO,23.06862996,-109.708812,
INSTITUTO DE SEGURIDAD Y SERVICIO SOCIALES DE LOS TRABAJADORES DEL ESTADO,23.06184592,-109.7082772,
INSTITUTO DE SEGURIDAD Y SERVICIOS  SOCIALES DE LOS TRABAJADORES DEL ESTADO. UNIDAD MEDICA FAMILIAR SAN PEDRO POCHUTLA,23.05923781,-109.706844,
INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO UNIDAD MEDICA FAMILIAR DE TLAXIACO,23.05562856,-109.7054765,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,23.05017659,-109.704123,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,23.05219468,-109.7025872,
INSTITUTO MEXICANO DEL SEGURO SOCIAL  042 SAN ANDRES TEUTILALPAM,23.06312454,-109.702,
INSTITUTO MEXICANO DEL SEGURO SOCIAL HOSPITAL RURAL N?MERO 34,23.06340371,-109.7019866,
ISSTE,23.06313176,-109.7016773,
JURISDICCION SANITARIA NUMERO 5 MIXTECA - EQUIPO DE SUPERVICION NUMERO 1 - SAN MIGUEL EL GRANDE OAXACA,23.05308378,-109.701317,
MEDICA 2002,23.0542437,-109.6938931,
MEDICA DEL SALVADOR,30.37241081,-109.6911141,
MEDICA JUAREZ,30.37619464,-109.6859512,
MEDICA SANDOVAL,29.80254168,-109.6815161,
MEDICENTRO,29.8090429,-109.6788981,
MODULO DE SALUD MARINERO,26.98761611,-109.6530709,
NUESTRA SE?ORA DE JUQUILA,26.82897584,-109.6433078,
SANATORIO DEL CARMEN,26.84304357,-109.6407375,
SANATORIO LA SOLEDAD,26.82715217,-109.6387426,
SANATORIO SAN JOSE,26.82745552,-109.6352318,
SEGURO SOCIAL,26.826999,-109.6342951,
SERVICIO DE ENFERMRIA SIN NOMBRE,26.91309131,-109.6269228,
SERVICIOS DE SALUD DE OAXACA,30.72509171,-109.5913421,
SERVICIOS DE SALUD DE OAXACA,31.3186996,-109.5826421,
SERVICIOS DE SALUD DE OAXACA CENTRO ESTATAL DE ONCOLOGIA Y RADIO TERAPIA,31.32940518,-109.5663783,
SERVICIOS DE SALUD DE OAXACA CSR DE 2NBSS SAN DIONISIO,31.32139123,-109.5499751,
SERVICIOS DE SALUD DEL ESTADO DE OAXACA,31.3213221,-109.5490247,
SERVIVIOS DE SALUD DE OAXACA,31.32276533,-109.5401625,
SUBDELEGACION MEDICA DEL ISTE,31.33050486,-109.5381513,
UMR 310 IMSS BIENESTAR,31.33050481,-109.5380753,
UMR 345 COICOYA DE LAS FLORES,27.07917438,-109.453225,
UMR 375 SANTA CRUZ TACAHUA,27.08074336,-109.4507334,
UMR IHUALTEPEC,27.06426199,-109.4467322,
UMR IMSS BIENESTAR,27.0762138,-109.4453882,
UMR N. 253,27.07583239,-109.44514,
UNDAD MEDICA,27.07500892,-109.4433812,
UNEMES E. C. SORIT,27.06843521,-109.4426956,
UNIDAD BASICA DE REHABILITACION,27.06036004,-109.439756,
UNIDAD BASICA DE SALUD,27.08791539,-109.4365545,
UNIDAD BASICA DE SALUD SAN ANDRES NUXI?O,25.75520926,-109.3141891,
UNIDAD DE MEDICINA FAMILIAR  SAN PABLO HUIXTEPEC OAXACA,29.86409971,-109.3070711,
UNIDAD DE MEDICINA FAMILIAR NUMERO 6 IMSS,25.96637829,-109.29705,
UNIDAD DE SALUD DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL OPORTUNIDADES,25.96577147,-109.2942179,
UNIDAD MEDICA AGUIAMA,25.94320749,-109.1598569,
UNIDAD MEDICA DE CAMPO IMSS 263,25.96562596,-109.0548043,
UNIDAD MEDICA DE CONSULTA EXTERNA,25.60134028,-109.0512587,
UNIDAD MEDICA DE SALUD RURAL,25.60072888,-109.0510096,
UNIDAD M?DICA DE SAN SIM?N ALMOLONGAS,25.94855134,-109.0476984,
UNIDAD MEDICA DEL SEGURO SOCIAL 33,26.27035503,-109.0356876,
UNIDAD MEDICA FAMILIAR,26.26535614,-109.0328923,
UNIDAD MEDICA FAMILIAR 31 ZIMATLAN,26.3297388,-109.0286638,
UNIDAD MEDICA FAMILIAR N 20,25.76458887,-109.0266309,
UNIDAD MEDICA FAMILIAR NO 23 IMSS,25.79238948,-108.9982912,
UNIDAD MEDICA FAMILIAR NUMERO 21 TAMAZULAPAM,25.79133312,-108.9982314,
UNIDAD MEDICA FAMILIAR UNION HIDALGO ISSTE,25.79119768,-108.9953767,
UNIDAD MEDICA GUADALUPE,25.78322521,-108.9948925,
UNIDAD MEDICA IMSS BIENESTAR,25.7941984,-108.9948228,
UNIDAD MEDICA IMSS DE OPORTUNIDADES,25.7927226,-108.9948167,
UNIDAD MEDICA MUNICIPAL,25.78287714,-108.9942687,
UNIDAD MEDICA MUNICIPAL SAN JUAN GUICHICOVI,25.78598896,-108.9936088,
UNIDAD MEDICA NUMERO 398,25.80327873,-108.9893957,
UNIDAD MEDICA PREVENTIS,25.77081372,-108.9893011,
UNIDAD MEDICA RURAL,25.80905098,-108.9885682,
UNIDAD MEDICA RURAL,25.79024894,-108.9885153,
UNIDAD MEDICA RURAL,25.78826309,-108.988263,
UNIDAD MEDICA RURAL,25.80954057,-108.9806854,
UNIDAD MEDICA RURAL,26.22619251,-108.9566129,
